sample,block,ensemble_freq
Rif.0.5ug.mL.vsDMSO.2.5hA,antitb.inhibit.transcription,1.0
Rif.5ug.mL.vsDMSO.2.5h,antitb.inhibit.transcription,1.0
Rif.5ug.mL.vsDMSO.2.5hA,antitb.inhibit.transcription,1.0
X5ug.ml.Rifampicin.vs.DMSO.2.5hrs,antitb.inhibit.transcription,1.0
X0.2ug.mL..111891.DMSO..5.5h..1,antitb.iron.scavenger,0.0
X0.2ug.mL..111891.DMSO..5.5h..2,antitb.iron.scavenger,0.0
X0.2ug.mL..111891.DMSO..5.5h..3,antitb.iron.scavenger,0.0
X0.5ug.mL..111891vsDMSO.6h,antitb.iron.scavenger,0.0
X0.5ug.mL..111891vsDMSO.6hA,antitb.iron.scavenger,0.0
X0.5ug.mL..111895vsDMSO..6h,antitb.iron.scavenger,0.0
X0.5ug.mL..111895vsDMSO.6h,antitb.iron.scavenger,0.0
X0.5ug.mL..121940vsDMSO.6h,antitb.iron.scavenger,0.0
X0.5ug.mL..121940vsDMSO.6hA,antitb.iron.scavenger,0.0
X0.5ug.mL..124196vsDMSO..6h,antitb.iron.scavenger,0.0
X0.5ug.mL..124196vsDMSO..6hA,antitb.iron.scavenger,0.0
X1.ug.mL..111891vsDMSO..6h,antitb.iron.scavenger,0.0
X100uM.Dipyridylvsctrl..6h,antitb.iron.scavenger,0.0
X100uM.DipyridylvsCtrl..6hA,antitb.iron.scavenger,0.0
X150uM.Deferroxaminevsctrl..6hA,antitb.iron.scavenger,0.0
X150uM.Deferroxaminevsctrl..6hB,antitb.iron.scavenger,0.0
X1ug.mL..111891.DMSO..12h..1,antitb.iron.scavenger,0.0
X1ug.mL..111891.DMSO..12h..2,antitb.iron.scavenger,0.0
X1ug.mL..111891vsDMSO..6h,antitb.iron.scavenger,0.0
X1ug.mL..111895vsDMSO..6h,antitb.iron.scavenger,0.0
X1ug.mL..111895vsDMSO..6hA,antitb.iron.scavenger,0.0
X1ug.mL..121940.DMSO..12h,antitb.iron.scavenger,0.0
X1ug.mL..124196vsDMSO..6h,antitb.iron.scavenger,0.0
X1ug.mL..124196vsDMSO..6hA,antitb.iron.scavenger,0.0
X200uM.Dipyridylvsctrl..6h,antitb.iron.scavenger,0.0
X200uM.Dipyridylvsctrl..6hA,antitb.iron.scavenger,0.0
X250uM.DeferroxaminevsDMSO..6h,antitb.iron.scavenger,0.0
X2ug.mL..111891vsDMSO..6h,antitb.iron.scavenger,0.0
X2ug.mL..111895vsDMSO..6h,antitb.iron.scavenger,0.0
X2ug.mL..111895vsDMSO..6hA,antitb.iron.scavenger,0.0
X2ug.mL..111895vsDMSO..6hB,antitb.iron.scavenger,0.0
X2ug.mL..121940vsDMSO..6h,antitb.iron.scavenger,0.0
X2ug.mL..121940vsDMSO..6hA,antitb.iron.scavenger,0.0
X9ug.mLAscidideminNpvsDMSO.6h,antitb.iron.scavenger,0.0
X9ug.mLAscidideminNpvsDMSO.6hA,antitb.iron.scavenger,0.0
H37Rv.Ctrl.vs.10.ug.ml.garlic.extract.6hrs,antitb.iron.scavengers,0.2
H37Rv.Ctrl.vs.2.ug.ml.garlic.extract.6hrs.rep.1,antitb.iron.scavengers,0.2
H37Rv.Ctrl.vs.2.ug.ml.garlic.extract.6hrs.rep2,antitb.iron.scavengers,0.2
H37Rv.Ctrl.vs.5.ug.ml.garlic.extract.6hrs,antitb.iron.scavengers,0.2
X0.2ug.ml.PA.824.vs.DMSO.6hrs.rep.1,antitb.other,0.0
X0.2ug.ml.PA.824.vs.DMSO.6hrs.rep.2,antitb.other,0.0
X0.2ug.mL.PA824.DMSO..6h..1,antitb.other,0.0
X0.2ug.mL.PA824.DMSO..6h..2,antitb.other,0.0
X0.2ug.ml.PA.824.vs.DMSO.6hrs.rep.1,antitb.other,0.0
X0.2ug.mL.PA824.DMSO..6h..1,antitb.other,0.0
X0.2ug.mL.PA824.DMSO..6h..2,antitb.other,0.0
X10ug.mL.methoxatinvsDMSO..6h.A,antitb.other,0.0
X10ug.mL.PA.1vsDMSO..6h,antitb.other,0.0
X10ug.mL.PA.1vsDMSO..6hA,antitb.other,0.0
X10ug.mL.PA.1vsDMSO..6hB,antitb.other,0.0
X10ug.mL.PA.21vsDMSO..6h,antitb.other,0.0
X10ug.mL.PA.21vsDMSO..6hA,antitb.other,0.0
X10ug.mLMethoxatinvsDMSO.6h,antitb.other,0.0
X12.5ug.mL.AntimycinvsDMSO..6h,antitb.other,0.0
X1mM.DTNBvsDMSO..6h,antitb.other,0.0
X20ug.mL.methoxatinvsDMSO..6h,antitb.other,0.0
X20ug.mL.Prcp.6776.DMSO..6h..1,antitb.other,0.0
X20ug.mL.Prcp.6778.DMSO..6h..1,antitb.other,0.0
X20ug.mL.Prcp.6778.DMSO..6h..2,antitb.other,0.0
X20ug.mL.Procept.6776vsDMSO..6h,antitb.other,0.0
X20ug.mL.Procept6776vsDMSO..6h,antitb.other,0.0
X20ug.mLProcept6778vsDMSO.6h,antitb.other,0.0
X20ug.mLProcept6778vsDMSO.6hA,antitb.other,0.0
X20ug.mLProcept6778vsDMSO.6hB,antitb.other,0.0
X25ug.mL.AntimycinvsDMSO..6h,antitb.other,0.0
X2mM.DTNBvsDMSO,antitb.other,0.0
X2mMb.mercaptoethanolvsDMSO.6h,antitb.other,0.0
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.1.x,antitb.other,0.0
X2ug.mL.PA824.DMSO..6h..1,antitb.other,0.0
X2ug.mL.PA824.DMSO..6h..2,antitb.other,0.0
X30ug.mLProcept6776vsDMSO.6h,antitb.other,0.0
X30ug.mLProcept6776vsDMSO.6hA,antitb.other,0.0
X40ug.mLProcept6778vsDMSO.6h,antitb.other,0.0
X40ug.mLProcept6778vsDMSO.6hA,antitb.other,0.0
X50ug.mL.PA.1vsDMSO..6h,antitb.other,0.0
X50ug.mL.PA.21vsDMSO..6h,antitb.other,0.0
X50ug.mL.PA.21vsDMSO..6hA,antitb.other,0.0
X50ug.mL.VerapamilvsDMSO..6h,antitb.other,0.0
X50ug.mLAntimycinAvsDMSO..6h,antitb.other,0.0
X50ug.mLAntimycinAvsDMSO..6hA,antitb.other,0.0
X50ug.mLAntimycinAvsDMSO..6hB,antitb.other,0.0
X5ug.mLProcept.6778vsDMSO.6h,antitb.other,0.0
X5ug.mLProcept.6778vsDMSO.6hA,antitb.other,0.0
MTB.at.T0..biological.rep1,antitb.other,0.0
MTB.at.T0..biological.rep2,antitb.other,0.0
MTB.at.T0..biological.rep3,antitb.other,0.0
MTB.at.T0..biological.rep4,antitb.other,0.0
MTB.at.T180..biological.rep1,antitb.other,0.0
MTB.at.T180..biological.rep2,antitb.other,0.0
MTB.at.T180..biological.rep3,antitb.other,0.0
MTB.at.T180..biological.rep4,antitb.other,0.0
MTB.at.T30..biological.rep1,antitb.other,0.0
MTB.at.T30..biological.rep2,antitb.other,0.0
MTB.at.T30..biological.rep3,antitb.other,0.0
MTB.at.T360..biological.rep1,antitb.other,0.0
MTB.at.T360..biological.rep2,antitb.other,0.0
MTB.at.T360..biological.rep3,antitb.other,0.0
MTB.at.T360..biological.rep4,antitb.other,0.0
MTB.at.T60..biological.rep1,antitb.other,0.0
MTB.at.T60..biological.rep2,antitb.other,0.0
X0.2ug.ml.PA.824.vs.DMSO.6hrs.rep.1,antitb.other,0.0
X0.2ug.ml.PA.824.vs.DMSO.6hrs.rep.2,antitb.other,0.0
X0.2ug.mL.PA824.DMSO..6h..1,antitb.other,0.0
X0.2ug.mL.PA824.DMSO..6h..2,antitb.other,0.0
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.1,antitb.other,0.0
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.2.x,antitb.other,0.0
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.2.y,antitb.other,0.0
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.3,antitb.other,0.0
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.4,antitb.other,0.0
X0.4ug.mL.PA824.DMSO..6h..1,antitb.other,0.0
X0.4ug.mL.PA824.DMSO..6h..2,antitb.other,0.0
X0.4ug.mL.PA824.DMSO..6h..3,antitb.other,0.0
X0.4ug.mL.PA824.DMSO..6h..4,antitb.other,0.0
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.1.x,antitb.other,0.0
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.1.y,antitb.other,0.0
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.2,antitb.other,0.0
X2ug.mL.PA824.DMSO..6h..1,antitb.other,0.0
X2ug.mL.PA824.DMSO..6h..2,antitb.other,0.0
Mtb.Erdman.strain.20.ppm.CO.rep.1,carbon.monoxide.stress,0.6000000000000001
Mtb.Erdman.strain.20.ppm.CO.rep.2,carbon.monoxide.stress,0.6000000000000001
Mtb.Erdman.strain.200.ppm.CO.rep.1,carbon.monoxide.stress,0.6000000000000001
Mtb.Erdman.strain.200.ppm.CO.rep.2,carbon.monoxide.stress,0.6000000000000001
Mtb.Erdman.strain.2000.ppm.CO.rep.1,carbon.monoxide.stress,0.6000000000000001
Mtb.Erdman.strain.2000.ppm.CO.rep.2,carbon.monoxide.stress,0.6000000000000001
Glucose_5mM_10min_01,carbon.source,0.2
Glycerol_1.,carbon.source,0.2
Glycerol_1._10M_01,carbon.source,0.2
Glycerol_1._30M_01,carbon.source,0.2
PBS.Tw.DMSOvs7H9..6h,carbon.source,0.2
PBS.Tween.7H9,carbon.source,0.2
Succinate.7H9.based.medium..1,carbon.source.carboxylic.acid,0.8
Succinate.7H9.based.medium..2,carbon.source.carboxylic.acid,0.8
AA_10uM_10.min_01,carbon.source.fatty.acid,0.0
AA_10uM_10min_01,carbon.source.fatty.acid,0.0
AA_30uM_10.min_04,carbon.source.fatty.acid,0.0
AA_30uM_10.min_05,carbon.source.fatty.acid,0.0
AA_30uM_10.min_06,carbon.source.fatty.acid,0.0
AA_30uM_10.min_07,carbon.source.fatty.acid,0.0
AA_30uM_10m_01,carbon.source.fatty.acid,0.0
AA_30uM_10min_02,carbon.source.fatty.acid,0.0
AA_30uM_10min_03,carbon.source.fatty.acid,0.0
AA_30uM_1h_01,carbon.source.fatty.acid,0.0
AA_30uM_1h_02,carbon.source.fatty.acid,0.0
AA_30uM_1h_03,carbon.source.fatty.acid,0.0
AA_30uM_1h_04,carbon.source.fatty.acid,0.0
AA_30uM_1h_05,carbon.source.fatty.acid,0.0
AA_30uM_1h_06,carbon.source.fatty.acid,0.0
AA_30uM_1h_07,carbon.source.fatty.acid,0.0
AA_30uM_1h_08,carbon.source.fatty.acid,0.0
AA_30uM_24h_02,carbon.source.fatty.acid,0.0
AA_30uM_24h_03,carbon.source.fatty.acid,0.0
AA_30uM_24h_04,carbon.source.fatty.acid,0.0
AA_30uM_2h_01,carbon.source.fatty.acid,0.0
AA_30uM_2h_02,carbon.source.fatty.acid,0.0
AA_30uM_2h_03,carbon.source.fatty.acid,0.0
AA_30uM_2h_04,carbon.source.fatty.acid,0.0
AA_30uM_2h_05,carbon.source.fatty.acid,0.0
AA_30uM_2h_06,carbon.source.fatty.acid,0.0
AA_30uM_2h_07,carbon.source.fatty.acid,0.0
AA_30uM_2h_08,carbon.source.fatty.acid,0.0
AA_30uM_2h_09,carbon.source.fatty.acid,0.0
AA_30uM_30min_01,carbon.source.fatty.acid,0.0
AA_30uM_30min_02,carbon.source.fatty.acid,0.0
AA_30uM_30min_03,carbon.source.fatty.acid,0.0
AA_30uM_30min_04,carbon.source.fatty.acid,0.0
AA_30uM_30min_05,carbon.source.fatty.acid,0.0
AA_30uM_30min_06,carbon.source.fatty.acid,0.0
AA_30uM_30min_07,carbon.source.fatty.acid,0.0
AA_30uM_30min_08,carbon.source.fatty.acid,0.0
AA_30uM_30min_09,carbon.source.fatty.acid,0.0
AA_30uM_4h_01,carbon.source.fatty.acid,0.0
AA_30uM_4h_02,carbon.source.fatty.acid,0.0
AA_30uM_4h_03,carbon.source.fatty.acid,0.0
AA_30uM_4h_04,carbon.source.fatty.acid,0.0
AA_30uM_4h_05,carbon.source.fatty.acid,0.0
AA_30uM_4h_06,carbon.source.fatty.acid,0.0
AA_30uM_4h_07,carbon.source.fatty.acid,0.0
AA_30uM_4h_08,carbon.source.fatty.acid,0.0
AA_30uM_4h_09,carbon.source.fatty.acid,0.0
AA_3uM_10.min_01,carbon.source.fatty.acid,0.0
AA_3uM_10min_02,carbon.source.fatty.acid,0.0
AA_60uM_24h_01,carbon.source.fatty.acid,0.0
AA_60uM_24h_02,carbon.source.fatty.acid,0.0
AA_60uM_24h_03,carbon.source.fatty.acid,0.0
L2A_30uM_10min_01,carbon.source.fatty.acid,0.0
L2A_30uM_10min_02,carbon.source.fatty.acid,0.0
L2A_30uM_10min_03,carbon.source.fatty.acid,0.0
L2A_30uM_10min_04,carbon.source.fatty.acid,0.0
L2A_30uM_10min_05,carbon.source.fatty.acid,0.0
L2A_30uM_10min_06,carbon.source.fatty.acid,0.0
L2A_30uM_10min_07,carbon.source.fatty.acid,0.0
L2A_30uM_10min_08,carbon.source.fatty.acid,0.0
L2A_30uM_1h_01,carbon.source.fatty.acid,0.0
L2A_30uM_1h_02,carbon.source.fatty.acid,0.0
L2A_30uM_1h_03,carbon.source.fatty.acid,0.0
L2A_30uM_1h_04,carbon.source.fatty.acid,0.0
L2A_30uM_1h_05,carbon.source.fatty.acid,0.0
L2A_30uM_1h_06,carbon.source.fatty.acid,0.0
L2A_30uM_1h_07,carbon.source.fatty.acid,0.0
L2A_30uM_1h_08,carbon.source.fatty.acid,0.0
L2A_30uM_1h_09,carbon.source.fatty.acid,0.0
L2A_30uM_2h_01,carbon.source.fatty.acid,0.0
L2A_30uM_2h_02,carbon.source.fatty.acid,0.0
L2A_30uM_2h_03,carbon.source.fatty.acid,0.0
L2A_30uM_2h_04,carbon.source.fatty.acid,0.0
L2A_30uM_2h_05,carbon.source.fatty.acid,0.0
L2A_30uM_30min_01,carbon.source.fatty.acid,0.0
L2A_30uM_30min_02,carbon.source.fatty.acid,0.0
L2A_30uM_30min_03,carbon.source.fatty.acid,0.0
L2A_30uM_30min_04,carbon.source.fatty.acid,0.0
L2A_30uM_30min_05,carbon.source.fatty.acid,0.0
L2A_30uM_30Min_06,carbon.source.fatty.acid,0.0
L2A_30uM_30min_07,carbon.source.fatty.acid,0.0
L2A_30uM_4h_03,carbon.source.fatty.acid,0.0
L2A_30uM_4h_04,carbon.source.fatty.acid,0.0
L2A_30uM_4h_05,carbon.source.fatty.acid,0.0
L2A_30uM_4h_06,carbon.source.fatty.acid,0.0
L2A_30uM_4h_07,carbon.source.fatty.acid,0.0
L2A_30uM_4h_08,carbon.source.fatty.acid,0.0
LAA_50uM_10min_01,carbon.source.fatty.acid,0.0
LAA_50uM_10min_02,carbon.source.fatty.acid,0.0
OA_50uM_10min_01,carbon.source.fatty.acid,0.0
OA_50uM_10min_02,carbon.source.fatty.acid,0.0
OA_50uM_10min_03,carbon.source.fatty.acid,0.0
OA_50uM_10min_04,carbon.source.fatty.acid,0.0
OA_50uM_10min_05,carbon.source.fatty.acid,0.0
OA_50uM_10min_06,carbon.source.fatty.acid,0.0
OA_50uM_10min_07,carbon.source.fatty.acid,0.0
OA_50uM_10min_08,carbon.source.fatty.acid,0.0
OA_50uM_1h_01,carbon.source.fatty.acid,0.0
OA_50uM_1h_02,carbon.source.fatty.acid,0.0
OA_50uM_1h_03,carbon.source.fatty.acid,0.0
OA_50uM_1h_04,carbon.source.fatty.acid,0.0
OA_50uM_1h_05,carbon.source.fatty.acid,0.0
OA_50uM_1h_06,carbon.source.fatty.acid,0.0
OA_50uM_1h_07,carbon.source.fatty.acid,0.0
OA_50uM_1h_08,carbon.source.fatty.acid,0.0
OA_50uM_1h_09,carbon.source.fatty.acid,0.0
OA_50uM_1h_10,carbon.source.fatty.acid,0.0
OA_50uM_24h_01,carbon.source.fatty.acid,0.0
OA_50uM_24h_02,carbon.source.fatty.acid,0.0
OA_50uM_24h_03,carbon.source.fatty.acid,0.0
OA_50uM_24h_04,carbon.source.fatty.acid,0.0
OA_50uM_24h_05,carbon.source.fatty.acid,0.0
OA_50uM_24h_06,carbon.source.fatty.acid,0.0
OA_50uM_2h_01,carbon.source.fatty.acid,0.0
OA_50uM_2h_02,carbon.source.fatty.acid,0.0
OA_50uM_2h_03,carbon.source.fatty.acid,0.0
OA_50uM_2h_04,carbon.source.fatty.acid,0.0
OA_50uM_2h_05,carbon.source.fatty.acid,0.0
OA_50uM_2h_06,carbon.source.fatty.acid,0.0
OA_50uM_2h_07,carbon.source.fatty.acid,0.0
OA_50uM_2h_08,carbon.source.fatty.acid,0.0
OA_50uM_2h_09,carbon.source.fatty.acid,0.0
OA_50uM_2h_10,carbon.source.fatty.acid,0.0
OA_50uM_30min_01,carbon.source.fatty.acid,0.0
OA_50uM_30min_02,carbon.source.fatty.acid,0.0
OA_50uM_30min_03,carbon.source.fatty.acid,0.0
OA_50uM_30min_04,carbon.source.fatty.acid,0.0
OA_50uM_30min_05,carbon.source.fatty.acid,0.0
OA_50uM_30min_06,carbon.source.fatty.acid,0.0
OA_50uM_30min_07,carbon.source.fatty.acid,0.0
OA_50uM_30min_08,carbon.source.fatty.acid,0.0
OA_50uM_30min_09,carbon.source.fatty.acid,0.0
OA_50uM_4h_01,carbon.source.fatty.acid,0.0
OA_50uM_4h_02,carbon.source.fatty.acid,0.0
OA_50uM_4h_03,carbon.source.fatty.acid,0.0
OA_50uM_4h_04,carbon.source.fatty.acid,0.0
OA_50uM_4h_05,carbon.source.fatty.acid,0.0
OA_50uM_4h_06,carbon.source.fatty.acid,0.0
OA_50uM_4h_07,carbon.source.fatty.acid,0.0
OA_50uM_4h_08,carbon.source.fatty.acid,0.0
OA_50uM_4h_09,carbon.source.fatty.acid,0.0
PA_100uM_24h_01,carbon.source.fatty.acid,0.0
PA_100uM_2h_03,carbon.source.fatty.acid,0.0
PA_100uM_2h_04,carbon.source.fatty.acid,0.0
PA_10uM_10.min_01,carbon.source.fatty.acid,0.0
PA_10uM_10min_02,carbon.source.fatty.acid,0.0
PA_5.uM_10min_02,carbon.source.fatty.acid,0.0
PA_50uM_10.min_02,carbon.source.fatty.acid,0.0
PA_50uM_10.min_03,carbon.source.fatty.acid,0.0
PA_50uM_10min_01,carbon.source.fatty.acid,0.0
PA_50uM_10min_04,carbon.source.fatty.acid,0.0
PA_50uM_10min_05,carbon.source.fatty.acid,0.0
PA_50uM_10min_06,carbon.source.fatty.acid,0.0
PA_50uM_10min_07,carbon.source.fatty.acid,0.0
PA_50uM_10min_08,carbon.source.fatty.acid,0.0
PA_50uM_10min_09,carbon.source.fatty.acid,0.0
PA_50uM_10min_10,carbon.source.fatty.acid,0.0
PA_50uM_12h_01,carbon.source.fatty.acid,0.0
PA_50uM_12h_02,carbon.source.fatty.acid,0.0
PA_50uM_12h_03,carbon.source.fatty.acid,0.0
PA_50uM_12h_04,carbon.source.fatty.acid,0.0
PA_50uM_12h_05,carbon.source.fatty.acid,0.0
PA_50uM_12h_06,carbon.source.fatty.acid,0.0
PA_50uM_1h_01,carbon.source.fatty.acid,0.0
PA_50uM_1h_02,carbon.source.fatty.acid,0.0
PA_50uM_1h_03,carbon.source.fatty.acid,0.0
PA_50uM_1h_04,carbon.source.fatty.acid,0.0
PA_50uM_1h_05,carbon.source.fatty.acid,0.0
PA_50uM_1h_06,carbon.source.fatty.acid,0.0
PA_50uM_1h_07,carbon.source.fatty.acid,0.0
PA_50uM_1h_08,carbon.source.fatty.acid,0.0
PA_50uM_1h_09,carbon.source.fatty.acid,0.0
PA_50uM_1h_10,carbon.source.fatty.acid,0.0
PA_50uM_1h_11,carbon.source.fatty.acid,0.0
PA_50uM_1h_12,carbon.source.fatty.acid,0.0
PA_50uM_24h_01,carbon.source.fatty.acid,0.0
PA_50uM_24h_02,carbon.source.fatty.acid,0.0
PA_50uM_24h_03,carbon.source.fatty.acid,0.0
PA_50uM_24h_04,carbon.source.fatty.acid,0.0
PA_50uM_24h_06,carbon.source.fatty.acid,0.0
PA_50uM_24h_07,carbon.source.fatty.acid,0.0
PA_50uM_24h_08,carbon.source.fatty.acid,0.0
PA_50uM_24h_09,carbon.source.fatty.acid,0.0
PA_50uM_24h_10,carbon.source.fatty.acid,0.0
PA_50uM_2h_01,carbon.source.fatty.acid,0.0
PA_50uM_2h_02,carbon.source.fatty.acid,0.0
PA_50uM_2h_03,carbon.source.fatty.acid,0.0
PA_50uM_2h_04,carbon.source.fatty.acid,0.0
PA_50uM_2h_05,carbon.source.fatty.acid,0.0
PA_50uM_2h_06,carbon.source.fatty.acid,0.0
PA_50uM_2h_07,carbon.source.fatty.acid,0.0
PA_50uM_2h_08,carbon.source.fatty.acid,0.0
PA_50uM_30.min_04,carbon.source.fatty.acid,0.0
PA_50uM_30.min_05,carbon.source.fatty.acid,0.0
PA_50uM_30.min_06,carbon.source.fatty.acid,0.0
PA_50uM_30.min_07,carbon.source.fatty.acid,0.0
PA_50uM_30min_01,carbon.source.fatty.acid,0.0
PA_50uM_30min_02,carbon.source.fatty.acid,0.0
PA_50uM_30min_03,carbon.source.fatty.acid,0.0
PA_50uM_30min_08,carbon.source.fatty.acid,0.0
PA_50uM_30min_09,carbon.source.fatty.acid,0.0
PA_50uM_30min_10,carbon.source.fatty.acid,0.0
PA_50uM_30min_11,carbon.source.fatty.acid,0.0
PA_50uM_3d_01,carbon.source.fatty.acid,0.0
PA_50uM_3d_02,carbon.source.fatty.acid,0.0
PA_50uM_3d_03,carbon.source.fatty.acid,0.0
PA_50uM_3d_04,carbon.source.fatty.acid,0.0
PA_50uM_3d_05,carbon.source.fatty.acid,0.0
PA_50uM_3d_06,carbon.source.fatty.acid,0.0
PA_50uM_4h,carbon.source.fatty.acid,0.0
PA_50uM_4h_01,carbon.source.fatty.acid,0.0
PA_50uM_4h_02,carbon.source.fatty.acid,0.0
PA_50uM_4h_03,carbon.source.fatty.acid,0.0
PA_50uM_4h_04,carbon.source.fatty.acid,0.0
PA_50uM_4h_05,carbon.source.fatty.acid,0.0
PA_50uM_4h_06,carbon.source.fatty.acid,0.0
PA_50uM_4h_07,carbon.source.fatty.acid,0.0
PA_50uM_8h_01,carbon.source.fatty.acid,0.0
PA_50uM_8h_02,carbon.source.fatty.acid,0.0
PA_50uM_8h_03,carbon.source.fatty.acid,0.0
PA_50uM_8h_04,carbon.source.fatty.acid,0.0
PA_50uM_8h_05,carbon.source.fatty.acid,0.0
PA_50uM_8h_06,carbon.source.fatty.acid,0.0
PA_5uM_10.min_01,carbon.source.fatty.acid,0.0
H37Rv.control.vs.1mg.ml.cholesterol.for.24.hrs.rep.1,carbon.source.lipid,1.0
H37Rv.control.vs.1mg.ml.cholesterol.for.24.hrs.rep.2,carbon.source.lipid,1.0
H37Rv.control.vs.1mg.ml.cholesterol.for.24.hrs.rep.3,carbon.source.lipid,1.0
H37Rv.control.vs.1mg.ml.cholesterol.for.3.hrs.rep.1,carbon.source.lipid,1.0
H37Rv.control.vs.1mg.ml.cholesterol.for.3.hrs.rep.2,carbon.source.lipid,1.0
H37Rv.control.vs.1mg.ml.cholesterol.for.3.hrs.rep.3,carbon.source.lipid,1.0
aceatate.induction.1,carbon.source.min,0.0
aceatate.induction.2,carbon.source.min,0.0
aceatate.induction.3,carbon.source.min,0.0
Acetate.3mM.10m.01,carbon.source.min,0.0
Acetate.3mM.10m.02,carbon.source.min,0.0
Acetate.3mM.10m.03,carbon.source.min,0.0
Acetate.3mM.10m.05,carbon.source.min,0.0
Acetate.3mM.10m.06,carbon.source.min,0.0
Acetate.3mM.10m.07,carbon.source.min,0.0
Acetate.3mM.10m_04,carbon.source.min,0.0
Acetate.3mM.2h.01,carbon.source.min,0.0
Acetate.3mM.2h.02,carbon.source.min,0.0
Acetate.3mM.2h.03,carbon.source.min,0.0
Acetate.3mM.2h.04,carbon.source.min,0.0
Acetate.3mM.2h.05,carbon.source.min,0.0
Acetate.3mM.2h.06,carbon.source.min,0.0
Acetate.3mM.30m.01,carbon.source.min,0.0
Acetate.3mM.30m.02,carbon.source.min,0.0
Acetate.3mM.30m.03,carbon.source.min,0.0
Acetate.3mM.30m.04,carbon.source.min,0.0
Acetate.3mM.30m.05,carbon.source.min,0.0
Acetate.3mM.30m.06,carbon.source.min,0.0
Acetate.3mM.30m.07,carbon.source.min,0.0
Acetate.3mM.30m.08,carbon.source.min,0.0
Acetate.3mM.60m.01,carbon.source.min,0.0
Acetate.3mM.60m.02,carbon.source.min,0.0
Acetate.3mM.60m.03,carbon.source.min,0.0
Acetate.3mM.60m.04,carbon.source.min,0.0
H37Rv.0.05..SDS.exposure.for.1h.rep.1,cell.envelope.stress,1.0
H37Rv.0.05..SDS.exposure.for.1h.rep.2,cell.envelope.stress,1.0
H37Rv.0.05..SDS.exposure.for.1h.rep.3,cell.envelope.stress,1.0
H37Rv.0.05..SDS.exposure.for.1h.rep.4,cell.envelope.stress,1.0
H37Rv.0.05..SDS.exposure.for.1h.rep.5,cell.envelope.stress,1.0
H37Rv.0.05..SDS.exposure.for.1h.rep.6,cell.envelope.stress,1.0
H37Rv.vs..H37Rv.SDS.treated.rep.1,cell.envelope.stress,1.0
H37Rv.vs..H37Rv.SDS.treated.rep.2,cell.envelope.stress,1.0
H37Rv.vs..H37Rv.SDS.treated.rep.3,cell.envelope.stress,1.0
H37Rv.vs..H37Rv.SDS.treated.rep.4,cell.envelope.stress,1.0
H37Rv.vs..H37Rv.SDS.treated.rep.5,cell.envelope.stress,1.0
H37Rv.vs..H37Rv.SDS.treated.rep.6,cell.envelope.stress,1.0
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.1,cell.envelope.stress,1.0
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.2,cell.envelope.stress,1.0
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.3,cell.envelope.stress,1.0
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.4,cell.envelope.stress,1.0
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.5,cell.envelope.stress,1.0
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.6,cell.envelope.stress,1.0
MTB1254_SDS_90MIN_01,cell.envelope.stress,1.0
MTB1254_SDS_90MIN_02,cell.envelope.stress,1.0
MTB1254_SDS_90MIN_03,cell.envelope.stress,1.0
MTB1254_SDS_90MIN_04,cell.envelope.stress,1.0
SDS_3h_01,cell.envelope.stress,1.0
SDS_60min_01,cell.envelope.stress,1.0
H2O2.4mM.vs.ctrl.12h.1,DNA.damage,0.0
H2O2.4mM.vs.ctrl.12h.1,DNA.damage,0.0
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.1,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.2,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.3,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.4,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.5,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.6,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.1,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.2,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.3,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.4,DNA.damage,0.8
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.5,DNA.damage,0.8
