sample,block
X2mMb.mercaptoethanolvsDMSO.6h,antitb.other
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.1.x,antitb.other
X2ug.mL.PA824.DMSO..6h..1,antitb.other
X2ug.mL.PA824.DMSO..6h..2,antitb.other
X30ug.mLProcept6776vsDMSO.6h,antitb.other
X30ug.mLProcept6776vsDMSO.6hA,antitb.other
X40ug.mLProcept6778vsDMSO.6h,antitb.other
X40ug.mLProcept6778vsDMSO.6hA,antitb.other
X50ug.mL.PA.1vsDMSO..6h,antitb.other
X50ug.mL.PA.21vsDMSO..6h,antitb.other
X50ug.mL.PA.21vsDMSO..6hA,antitb.other
X50ug.mL.VerapamilvsDMSO..6h,antitb.other
X50ug.mLAntimycinAvsDMSO..6h,antitb.other
X50ug.mLAntimycinAvsDMSO..6hA,antitb.other
X50ug.mLAntimycinAvsDMSO..6hB,antitb.other
X5ug.mLProcept.6778vsDMSO.6h,antitb.other
X5ug.mLProcept.6778vsDMSO.6hA,antitb.other
MTB.at.T0..biological.rep1,antitb.other
MTB.at.T0..biological.rep2,antitb.other
MTB.at.T0..biological.rep3,antitb.other
MTB.at.T0..biological.rep4,antitb.other
MTB.at.T180..biological.rep1,antitb.other
MTB.at.T180..biological.rep2,antitb.other
MTB.at.T180..biological.rep3,antitb.other
MTB.at.T180..biological.rep4,antitb.other
MTB.at.T30..biological.rep1,antitb.other
MTB.at.T30..biological.rep2,antitb.other
MTB.at.T30..biological.rep3,antitb.other
MTB.at.T360..biological.rep1,antitb.other
MTB.at.T360..biological.rep2,antitb.other
MTB.at.T360..biological.rep3,antitb.other
MTB.at.T360..biological.rep4,antitb.other
MTB.at.T60..biological.rep1,antitb.other
MTB.at.T60..biological.rep2,antitb.other
X0.2ug.ml.PA.824.vs.DMSO.6hrs.rep.1,antitb.other
X0.2ug.ml.PA.824.vs.DMSO.6hrs.rep.2,antitb.other
X0.2ug.mL.PA824.DMSO..6h..1,antitb.other
X0.2ug.mL.PA824.DMSO..6h..2,antitb.other
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.1,antitb.other
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.2.x,antitb.other
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.2.y,antitb.other
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.3,antitb.other
X0.4ug.ml.PA.824.vs.DMSO.6hrs.rep.4,antitb.other
X0.4ug.mL.PA824.DMSO..6h..1,antitb.other
X0.4ug.mL.PA824.DMSO..6h..2,antitb.other
X0.4ug.mL.PA824.DMSO..6h..3,antitb.other
X0.4ug.mL.PA824.DMSO..6h..4,antitb.other
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.1.x,antitb.other
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.1.y,antitb.other
X2ug.ml.PA.824.vs.DMSO.6hrs.rep.2,antitb.other
X2ug.mL.PA824.DMSO..6h..1,antitb.other
X2ug.mL.PA824.DMSO..6h..2,antitb.other
Mtb.Erdman.strain.20.ppm.CO.rep.1,carbon.monoxide.stress
Mtb.Erdman.strain.20.ppm.CO.rep.2,carbon.monoxide.stress
Mtb.Erdman.strain.200.ppm.CO.rep.1,carbon.monoxide.stress
Mtb.Erdman.strain.200.ppm.CO.rep.2,carbon.monoxide.stress
Mtb.Erdman.strain.2000.ppm.CO.rep.1,carbon.monoxide.stress
Mtb.Erdman.strain.2000.ppm.CO.rep.2,carbon.monoxide.stress
Glucose_5mM_10min_01,carbon.source
Glycerol_1.,carbon.source
Glycerol_1._10M_01,carbon.source
Glycerol_1._30M_01,carbon.source
PBS.Tw.DMSOvs7H9..6h,carbon.source
PBS.Tween.7H9,carbon.source
Succinate.7H9.based.medium..1,carbon.source.carboxylic.acid 
Succinate.7H9.based.medium..2,carbon.source.carboxylic.acid 
AA_10uM_10.min_01,carbon.source.fatty.acid 
AA_10uM_10min_01,carbon.source.fatty.acid 
AA_30uM_10.min_04,carbon.source.fatty.acid 
AA_30uM_10.min_05,carbon.source.fatty.acid 
AA_30uM_10.min_06,carbon.source.fatty.acid 
AA_30uM_10.min_07,carbon.source.fatty.acid 
AA_30uM_10m_01,carbon.source.fatty.acid 
AA_30uM_10min_02,carbon.source.fatty.acid 
AA_30uM_10min_03,carbon.source.fatty.acid 
AA_30uM_1h_01,carbon.source.fatty.acid 
AA_30uM_1h_02,carbon.source.fatty.acid 
AA_30uM_1h_03,carbon.source.fatty.acid 
AA_30uM_1h_04,carbon.source.fatty.acid 
AA_30uM_1h_05,carbon.source.fatty.acid 
AA_30uM_1h_06,carbon.source.fatty.acid 
AA_30uM_1h_07,carbon.source.fatty.acid 
AA_30uM_1h_08,carbon.source.fatty.acid 
AA_30uM_24h_02,carbon.source.fatty.acid 
AA_30uM_24h_03,carbon.source.fatty.acid 
AA_30uM_24h_04,carbon.source.fatty.acid 
AA_30uM_2h_01,carbon.source.fatty.acid 
AA_30uM_2h_02,carbon.source.fatty.acid 
AA_30uM_2h_03,carbon.source.fatty.acid 
AA_30uM_2h_04,carbon.source.fatty.acid 
AA_30uM_2h_05,carbon.source.fatty.acid 
AA_30uM_2h_06,carbon.source.fatty.acid 
AA_30uM_2h_07,carbon.source.fatty.acid 
AA_30uM_2h_08,carbon.source.fatty.acid 
AA_30uM_2h_09,carbon.source.fatty.acid 
AA_30uM_30min_01,carbon.source.fatty.acid 
AA_30uM_30min_02,carbon.source.fatty.acid 
AA_30uM_30min_03,carbon.source.fatty.acid 
AA_30uM_30min_04,carbon.source.fatty.acid 
AA_30uM_30min_05,carbon.source.fatty.acid 
AA_30uM_30min_06,carbon.source.fatty.acid 
AA_30uM_30min_07,carbon.source.fatty.acid 
AA_30uM_30min_08,carbon.source.fatty.acid 
AA_30uM_30min_09,carbon.source.fatty.acid 
AA_30uM_4h_01,carbon.source.fatty.acid 
AA_30uM_4h_02,carbon.source.fatty.acid 
AA_30uM_4h_03,carbon.source.fatty.acid 
AA_30uM_4h_04,carbon.source.fatty.acid 
AA_30uM_4h_05,carbon.source.fatty.acid 
AA_30uM_4h_06,carbon.source.fatty.acid 
AA_30uM_4h_07,carbon.source.fatty.acid 
AA_30uM_4h_08,carbon.source.fatty.acid 
AA_30uM_4h_09,carbon.source.fatty.acid 
AA_3uM_10.min_01,carbon.source.fatty.acid 
AA_3uM_10min_02,carbon.source.fatty.acid 
AA_60uM_24h_01,carbon.source.fatty.acid 
AA_60uM_24h_02,carbon.source.fatty.acid 
AA_60uM_24h_03,carbon.source.fatty.acid 
L2A_30uM_10min_01,carbon.source.fatty.acid 
L2A_30uM_10min_02,carbon.source.fatty.acid 
L2A_30uM_10min_03,carbon.source.fatty.acid 
L2A_30uM_10min_04,carbon.source.fatty.acid 
L2A_30uM_10min_05,carbon.source.fatty.acid 
L2A_30uM_10min_06,carbon.source.fatty.acid 
L2A_30uM_10min_07,carbon.source.fatty.acid 
L2A_30uM_10min_08,carbon.source.fatty.acid 
L2A_30uM_1h_01,carbon.source.fatty.acid 
L2A_30uM_1h_02,carbon.source.fatty.acid 
L2A_30uM_1h_03,carbon.source.fatty.acid 
L2A_30uM_1h_04,carbon.source.fatty.acid 
L2A_30uM_1h_05,carbon.source.fatty.acid 
L2A_30uM_1h_06,carbon.source.fatty.acid 
L2A_30uM_1h_07,carbon.source.fatty.acid 
L2A_30uM_1h_08,carbon.source.fatty.acid 
L2A_30uM_1h_09,carbon.source.fatty.acid 
L2A_30uM_2h_01,carbon.source.fatty.acid 
L2A_30uM_2h_02,carbon.source.fatty.acid 
L2A_30uM_2h_03,carbon.source.fatty.acid 
L2A_30uM_2h_04,carbon.source.fatty.acid 
L2A_30uM_2h_05,carbon.source.fatty.acid 
L2A_30uM_30min_01,carbon.source.fatty.acid 
L2A_30uM_30min_02,carbon.source.fatty.acid 
L2A_30uM_30min_03,carbon.source.fatty.acid 
L2A_30uM_30min_04,carbon.source.fatty.acid 
L2A_30uM_30min_05,carbon.source.fatty.acid 
L2A_30uM_30Min_06,carbon.source.fatty.acid 
L2A_30uM_30min_07,carbon.source.fatty.acid 
L2A_30uM_4h_03,carbon.source.fatty.acid 
L2A_30uM_4h_04,carbon.source.fatty.acid 
L2A_30uM_4h_05,carbon.source.fatty.acid 
L2A_30uM_4h_06,carbon.source.fatty.acid 
L2A_30uM_4h_07,carbon.source.fatty.acid 
L2A_30uM_4h_08,carbon.source.fatty.acid 
LAA_50uM_10min_01,carbon.source.fatty.acid 
LAA_50uM_10min_02,carbon.source.fatty.acid 
OA_50uM_10min_01,carbon.source.fatty.acid 
OA_50uM_10min_02,carbon.source.fatty.acid 
OA_50uM_10min_03,carbon.source.fatty.acid 
OA_50uM_10min_04,carbon.source.fatty.acid 
OA_50uM_10min_05,carbon.source.fatty.acid 
OA_50uM_10min_06,carbon.source.fatty.acid 
OA_50uM_10min_07,carbon.source.fatty.acid 
OA_50uM_10min_08,carbon.source.fatty.acid 
OA_50uM_1h_01,carbon.source.fatty.acid 
OA_50uM_1h_02,carbon.source.fatty.acid 
OA_50uM_1h_03,carbon.source.fatty.acid 
OA_50uM_1h_04,carbon.source.fatty.acid 
OA_50uM_1h_05,carbon.source.fatty.acid 
OA_50uM_1h_06,carbon.source.fatty.acid 
OA_50uM_1h_07,carbon.source.fatty.acid 
OA_50uM_1h_08,carbon.source.fatty.acid 
OA_50uM_1h_09,carbon.source.fatty.acid 
OA_50uM_1h_10,carbon.source.fatty.acid 
OA_50uM_24h_01,carbon.source.fatty.acid 
OA_50uM_24h_02,carbon.source.fatty.acid 
OA_50uM_24h_03,carbon.source.fatty.acid 
OA_50uM_24h_04,carbon.source.fatty.acid 
OA_50uM_24h_05,carbon.source.fatty.acid 
OA_50uM_24h_06,carbon.source.fatty.acid 
OA_50uM_2h_01,carbon.source.fatty.acid 
OA_50uM_2h_02,carbon.source.fatty.acid 
OA_50uM_2h_03,carbon.source.fatty.acid 
OA_50uM_2h_04,carbon.source.fatty.acid 
OA_50uM_2h_05,carbon.source.fatty.acid 
OA_50uM_2h_06,carbon.source.fatty.acid 
OA_50uM_2h_07,carbon.source.fatty.acid 
OA_50uM_2h_08,carbon.source.fatty.acid 
OA_50uM_2h_09,carbon.source.fatty.acid 
OA_50uM_2h_10,carbon.source.fatty.acid 
OA_50uM_30min_01,carbon.source.fatty.acid 
OA_50uM_30min_02,carbon.source.fatty.acid 
OA_50uM_30min_03,carbon.source.fatty.acid 
OA_50uM_30min_04,carbon.source.fatty.acid 
OA_50uM_30min_05,carbon.source.fatty.acid 
OA_50uM_30min_06,carbon.source.fatty.acid 
OA_50uM_30min_07,carbon.source.fatty.acid 
OA_50uM_30min_08,carbon.source.fatty.acid 
OA_50uM_30min_09,carbon.source.fatty.acid 
OA_50uM_4h_01,carbon.source.fatty.acid 
OA_50uM_4h_02,carbon.source.fatty.acid 
OA_50uM_4h_03,carbon.source.fatty.acid 
OA_50uM_4h_04,carbon.source.fatty.acid 
OA_50uM_4h_05,carbon.source.fatty.acid 
OA_50uM_4h_06,carbon.source.fatty.acid 
OA_50uM_4h_07,carbon.source.fatty.acid 
OA_50uM_4h_08,carbon.source.fatty.acid 
OA_50uM_4h_09,carbon.source.fatty.acid 
PA_100uM_24h_01,carbon.source.fatty.acid 
PA_100uM_2h_03,carbon.source.fatty.acid 
PA_100uM_2h_04,carbon.source.fatty.acid 
PA_10uM_10.min_01,carbon.source.fatty.acid 
PA_10uM_10min_02,carbon.source.fatty.acid 
PA_5.uM_10min_02,carbon.source.fatty.acid 
PA_50uM_10.min_02,carbon.source.fatty.acid 
PA_50uM_10.min_03,carbon.source.fatty.acid 
PA_50uM_10min_01,carbon.source.fatty.acid 
PA_50uM_10min_04,carbon.source.fatty.acid 
PA_50uM_10min_05,carbon.source.fatty.acid 
PA_50uM_10min_06,carbon.source.fatty.acid 
PA_50uM_10min_07,carbon.source.fatty.acid 
PA_50uM_10min_08,carbon.source.fatty.acid 
PA_50uM_10min_09,carbon.source.fatty.acid 
PA_50uM_10min_10,carbon.source.fatty.acid 
PA_50uM_12h_01,carbon.source.fatty.acid 
PA_50uM_12h_02,carbon.source.fatty.acid 
PA_50uM_12h_03,carbon.source.fatty.acid 
PA_50uM_12h_04,carbon.source.fatty.acid 
PA_50uM_12h_05,carbon.source.fatty.acid 
PA_50uM_12h_06,carbon.source.fatty.acid 
PA_50uM_1h_01,carbon.source.fatty.acid 
PA_50uM_1h_02,carbon.source.fatty.acid 
PA_50uM_1h_03,carbon.source.fatty.acid 
PA_50uM_1h_04,carbon.source.fatty.acid 
PA_50uM_1h_05,carbon.source.fatty.acid 
PA_50uM_1h_06,carbon.source.fatty.acid 
PA_50uM_1h_07,carbon.source.fatty.acid 
PA_50uM_1h_08,carbon.source.fatty.acid 
PA_50uM_1h_09,carbon.source.fatty.acid 
PA_50uM_1h_10,carbon.source.fatty.acid 
PA_50uM_1h_11,carbon.source.fatty.acid 
PA_50uM_1h_12,carbon.source.fatty.acid 
PA_50uM_24h_01,carbon.source.fatty.acid 
PA_50uM_24h_02,carbon.source.fatty.acid 
PA_50uM_24h_03,carbon.source.fatty.acid 
PA_50uM_24h_04,carbon.source.fatty.acid 
PA_50uM_24h_06,carbon.source.fatty.acid 
PA_50uM_24h_07,carbon.source.fatty.acid 
PA_50uM_24h_08,carbon.source.fatty.acid 
PA_50uM_24h_09,carbon.source.fatty.acid 
PA_50uM_24h_10,carbon.source.fatty.acid 
PA_50uM_2h_01,carbon.source.fatty.acid 
PA_50uM_2h_02,carbon.source.fatty.acid 
PA_50uM_2h_03,carbon.source.fatty.acid 
PA_50uM_2h_04,carbon.source.fatty.acid 
PA_50uM_2h_05,carbon.source.fatty.acid 
PA_50uM_2h_06,carbon.source.fatty.acid 
PA_50uM_2h_07,carbon.source.fatty.acid 
PA_50uM_2h_08,carbon.source.fatty.acid 
PA_50uM_30.min_04,carbon.source.fatty.acid 
PA_50uM_30.min_05,carbon.source.fatty.acid 
PA_50uM_30.min_06,carbon.source.fatty.acid 
PA_50uM_30.min_07,carbon.source.fatty.acid 
PA_50uM_30min_01,carbon.source.fatty.acid 
PA_50uM_30min_02,carbon.source.fatty.acid 
PA_50uM_30min_03,carbon.source.fatty.acid 
PA_50uM_30min_08,carbon.source.fatty.acid 
PA_50uM_30min_09,carbon.source.fatty.acid 
PA_50uM_30min_10,carbon.source.fatty.acid 
PA_50uM_30min_11,carbon.source.fatty.acid 
PA_50uM_3d_01,carbon.source.fatty.acid 
PA_50uM_3d_02,carbon.source.fatty.acid 
PA_50uM_3d_03,carbon.source.fatty.acid 
PA_50uM_3d_04,carbon.source.fatty.acid 
PA_50uM_3d_05,carbon.source.fatty.acid 
PA_50uM_3d_06,carbon.source.fatty.acid 
PA_50uM_4h,carbon.source.fatty.acid 
PA_50uM_4h_01,carbon.source.fatty.acid 
PA_50uM_4h_02,carbon.source.fatty.acid 
PA_50uM_4h_03,carbon.source.fatty.acid 
PA_50uM_4h_04,carbon.source.fatty.acid 
PA_50uM_4h_05,carbon.source.fatty.acid 
PA_50uM_4h_06,carbon.source.fatty.acid 
PA_50uM_4h_07,carbon.source.fatty.acid 
PA_50uM_8h_01,carbon.source.fatty.acid 
PA_50uM_8h_02,carbon.source.fatty.acid 
PA_50uM_8h_03,carbon.source.fatty.acid 
PA_50uM_8h_04,carbon.source.fatty.acid 
PA_50uM_8h_05,carbon.source.fatty.acid 
PA_50uM_8h_06,carbon.source.fatty.acid 
PA_5uM_10.min_01,carbon.source.fatty.acid 
H37Rv.control.vs.1mg.ml.cholesterol.for.24.hrs.rep.1,carbon.source.lipid 
H37Rv.control.vs.1mg.ml.cholesterol.for.24.hrs.rep.2,carbon.source.lipid 
H37Rv.control.vs.1mg.ml.cholesterol.for.24.hrs.rep.3,carbon.source.lipid 
H37Rv.control.vs.1mg.ml.cholesterol.for.3.hrs.rep.1,carbon.source.lipid 
H37Rv.control.vs.1mg.ml.cholesterol.for.3.hrs.rep.2,carbon.source.lipid 
H37Rv.control.vs.1mg.ml.cholesterol.for.3.hrs.rep.3,carbon.source.lipid 
aceatate.induction.1,carbon.source.min
aceatate.induction.2,carbon.source.min
aceatate.induction.3,carbon.source.min
Acetate.3mM.10m.01,carbon.source.min
Acetate.3mM.10m.02,carbon.source.min
Acetate.3mM.10m.03,carbon.source.min
Acetate.3mM.10m.05,carbon.source.min
Acetate.3mM.10m.06,carbon.source.min
Acetate.3mM.10m.07,carbon.source.min
Acetate.3mM.10m_04,carbon.source.min
Acetate.3mM.2h.01,carbon.source.min
Acetate.3mM.2h.02,carbon.source.min
Acetate.3mM.2h.03,carbon.source.min
Acetate.3mM.2h.04,carbon.source.min
Acetate.3mM.2h.05,carbon.source.min
Acetate.3mM.2h.06,carbon.source.min
Acetate.3mM.30m.01,carbon.source.min
Acetate.3mM.30m.02,carbon.source.min
Acetate.3mM.30m.03,carbon.source.min
Acetate.3mM.30m.04,carbon.source.min
Acetate.3mM.30m.05,carbon.source.min
Acetate.3mM.30m.06,carbon.source.min
Acetate.3mM.30m.07,carbon.source.min
Acetate.3mM.30m.08,carbon.source.min
Acetate.3mM.60m.01,carbon.source.min
Acetate.3mM.60m.02,carbon.source.min
Acetate.3mM.60m.03,carbon.source.min
Acetate.3mM.60m.04,carbon.source.min
H37Rv.0.05..SDS.exposure.for.1h.rep.1,cell.envelope.stress
H37Rv.0.05..SDS.exposure.for.1h.rep.2,cell.envelope.stress
H37Rv.0.05..SDS.exposure.for.1h.rep.3,cell.envelope.stress
H37Rv.0.05..SDS.exposure.for.1h.rep.4,cell.envelope.stress
H37Rv.0.05..SDS.exposure.for.1h.rep.5,cell.envelope.stress
H37Rv.0.05..SDS.exposure.for.1h.rep.6,cell.envelope.stress
H37Rv.vs..H37Rv.SDS.treated.rep.1,cell.envelope.stress
H37Rv.vs..H37Rv.SDS.treated.rep.2,cell.envelope.stress
H37Rv.vs..H37Rv.SDS.treated.rep.3,cell.envelope.stress
H37Rv.vs..H37Rv.SDS.treated.rep.4,cell.envelope.stress
H37Rv.vs..H37Rv.SDS.treated.rep.5,cell.envelope.stress
H37Rv.vs..H37Rv.SDS.treated.rep.6,cell.envelope.stress
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.1,cell.envelope.stress
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.2,cell.envelope.stress
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.3,cell.envelope.stress
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.4,cell.envelope.stress
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.5,cell.envelope.stress
H37Rv.wild.type.control.vs.0.05..SDS.for.60.min.rep.6,cell.envelope.stress
MTB1254_SDS_90MIN_01,cell.envelope.stress
MTB1254_SDS_90MIN_02,cell.envelope.stress
MTB1254_SDS_90MIN_03,cell.envelope.stress
MTB1254_SDS_90MIN_04,cell.envelope.stress
SDS_3h_01,cell.envelope.stress
SDS_60min_01,cell.envelope.stress
H2O2.4mM.vs.ctrl.12h.1,DNA.damage
H2O2.4mM.vs.ctrl.12h.1,DNA.damage
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.1,DNA.damage
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.2,DNA.damage
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.3,DNA.damage
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.4,DNA.damage
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.5,DNA.damage
MTB.strain.1254.Ctrl.vs.0.05.mM.H202.40min.rep.6,DNA.damage
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.1,DNA.damage
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.2,DNA.damage
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.3,DNA.damage
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.4,DNA.damage
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.5,DNA.damage
MTB.strain.1254.Ctrl.vs.0.5.mM.H202.40min.rep.6,DNA.damage
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.1,DNA.damage
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.2,DNA.damage
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.3,DNA.damage
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.4,DNA.damage
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.5,DNA.damage
MTB.strain.1254.Ctrl.vs.10.0.mM.H202.40min.rep.6,DNA.damage
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.1,DNA.damage
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.2,DNA.damage
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.3,DNA.damage
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.4,DNA.damage
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.5,DNA.damage
MTB.strain.1254.Ctrl.vs.200.mM.H202.40min.rep.6,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.1,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.2,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.3,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.4,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.5,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.40min.rep.6,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.1,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.2,DNA.damage
MTB.strain.1254.Ctrl.vs.5.0.mM.H202.4hr.rep.3,DNA.damage
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.1,DNA.damage
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.2,DNA.damage
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.3,DNA.damage
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.4,DNA.damage
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.5,DNA.damage
MTB.strain.1254.Ctrl.vs.50.0.mM.H202.40min.rep.6,DNA.damage
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.1,DNA.damage
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.2,DNA.damage
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.3,DNA.damage
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.4,DNA.damage
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.5,DNA.damage
MTB.strain1254.vs.MTB.strain.1254.for.H2O2.exp.control.rep.6,DNA.damage
UV.20J.vs.ctrl.8h.1,DNA.damage
UV.40J.vs.8h.2,DNA.damage
UV.40J.vs.ctrl.12h.1,DNA.damage
UV.40J.vs.ctrl.8h.1,DNA.damage
UV.60J.vs.ctrl.6h.1,DNA.damage
X20mJ.UVvsctrl..6h.,DNA.damage
X25J.UV.ctrl..2h.,DNA.damage
X25J.UVvs.ctrl..6h.,DNA.damage
X40mJ.UV.ctrl..6h.,DNA.damage
X60J.UV.ctrl..2h.,DNA.damage
X60J.UVvsctrl..6h.,DNA.damage
X4mM.H2O2.ctrl..2h...1,DNA.damage
X4mM.H2O2.ctrl..2h...2,DNA.damage
X4mM.H2O2.ctrl..4h...1,DNA.damage
X4mM.H2O2.ctrl..4h...2,DNA.damage
X4mM.H2O2vsctrl..1h.,DNA.damage
X4mM.H2O2vsctrl..2h.,DNA.damage
X4mM.H2O2vsctrl..2h.A,DNA.damage
X4mM.H2O2vsctrl..4h.,DNA.damage
X4mM.H2O2vsctrl..4h.A,DNA.damage
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.1,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.2,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.3,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.2.rep.4,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.1,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.2,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.3,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.4,growth.strain.comp
BCG.wild.type.vs.BCG.with.empty.pMV361.at.OD.0.4.rep.5,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.10514.01_Afri2.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.10514.01_Afri2.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.10514.01_Afri2.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.10517.01_Afri2.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.10517.01_Afri2.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.10517.01_Afri2.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.12954.03_Beijing.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.12954.03_Beijing.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.12954.03_Beijing.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1500.03_Beijing.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1500.03_Beijing.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1500.03_Beijing.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1797.03_EAI.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1797.03_EAI.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1797.03_EAI.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1934.03_Beijing.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1934.03_Beijing.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.1934.03_Beijing.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2169.99_Uganda.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2169.99_Uganda.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2169.99_Uganda.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2199.99_Uganda.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2199.99_Uganda.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2199.99_Uganda.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2333.99_Uganda.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2333.99_Uganda.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2333.99_Uganda.rep.3,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2336.02_Haarlem.rep.1,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2336.02_Haarlem.rep.2,growth.strain.comp
CDC1551.Ctrl.vs.clinical.isolate.2336.02_Haarlem.rep.3,growth.strain.comp
